user_id,num_filled_feature,birthday,education_classes_id,education_concentration_id,education_degree_id,education_school_id,education_type,education_with_id,education_year_id,first_name,gender,hometown_id,languages_id,last_name,locale,location_id,middle_name,name,political,religion,work_employer_id,work_end_date,work_from_id,work_location_id,work_position_id,work_projects_id,work_start_date,work_with_id
107-1242,9,5.0,,31.0,,219.0,222.0,,228.0,250.0,265.0,,,322.0,348.0,,,,,,,,,,,,,
107-1243,10,8.0,,,87.0,219.0,222.0,223.0,241.0,,264.0,,,322.0,348.0,361.0,,,,,,,,,,,,
107-1244,8,,,,,194.0,222.0,,,,265.0,273.0,288.0,322.0,349.0,361.0,,,,,,,,,,,,
107-1245,6,,,,,,,,,,265.0,273.0,296.0,315.0,348.0,354.0,,,,,,,,,,,,
107-1246,10,7.0,,53.0,,216.0,222.0,,240.0,,265.0,268.0,,331.0,349.0,361.0,,,,,,,,,,,,
107-1247,12,,,38.0,,107.0,222.0,,242.0,,265.0,273.0,294.0,,348.0,353.0,,,,,389.0,,,475.0,,,552.0,
107-1248,12,6.0,,23.0,,,222.0,,,,265.0,273.0,294.0,299.0,349.0,361.0,,,,,,447.0,,,515.0,,543.0,
107-1249,9,7.0,,,,191.0,222.0,,239.0,,265.0,,294.0,309.0,349.0,361.0,,,,,,,,,,,,
107-1250,9,4.0,,42.0,,219.0,222.0,,,,265.0,,,333.0,349.0,361.0,,,,,426.0,,,,,,,
107-1251,2,,,,,,,,,,265.0,,,,348.0,,,,,,,,,,,,,
107-1252,4,,,,,,222.0,,235.0,,265.0,,,,347.0,,,,,,,,,,,,,
107-1253,2,,,,,,,,,,264.0,,,,349.0,,,,,,,,,,,,,
107-1254,2,,,,,,,,,,264.0,,,,348.0,,,,,,,,,,,,,
107-1255,8,,,72.0,,219.0,222.0,,239.0,,264.0,,,322.0,348.0,362.0,,,,,,,,,,,,
107-1256,7,,,,,219.0,220.0,,,,265.0,,,322.0,348.0,,,,,,,466.0,,,,,567.0,
107-1257,8,7.0,,,,201.0,222.0,,233.0,,264.0,,,322.0,349.0,373.0,,,,,,,,,,,,
107-1258,11,7.0,,46.0,,191.0,222.0,,234.0,,265.0,273.0,294.0,333.0,347.0,361.0,,,,,,,,,,,,
107-1259,15,3.0,,23.0,75.0,97.0,221.0,,238.0,,265.0,,,306.0,349.0,361.0,,,,,440.0,442.0,,480.0,516.0,,545.0,
107-1260,5,10.0,,,,,,,,,265.0,273.0,,322.0,349.0,,,,,,,,,,,,,
107-1261,11,9.0,,,,155.0,222.0,,239.0,,265.0,,,326.0,349.0,361.0,,,,,392.0,442.0,,,,,528.0,
107-1262,11,6.0,,23.0,,166.0,222.0,,233.0,,265.0,273.0,294.0,326.0,348.0,361.0,,,,,,,,,,,,
107-1263,11,,,71.0,,91.0,220.0,,239.0,,265.0,273.0,,317.0,348.0,,,,,,,442.0,,,496.0,,528.0,
107-1264,9,11.0,,,,197.0,222.0,,241.0,,265.0,273.0,297.0,322.0,347.0,,,,,,,,,,,,,
107-1265,6,,,44.0,,219.0,222.0,,,,265.0,,,316.0,348.0,,,,,,,,,,,,,
107-1266,4,,,,,,,,,,264.0,,,302.0,348.0,362.0,,,,,,,,,,,,
107-1267,13,7.0,,42.0,,219.0,222.0,,239.0,,265.0,,,333.0,348.0,361.0,,,,,441.0,461.0,,,504.0,,560.0,
107-1268,3,,,,,,,,,,,,,326.0,348.0,371.0,,,,,,,,,,,,
107-1269,9,7.0,,44.0,,219.0,222.0,,239.0,249.0,265.0,,,,348.0,367.0,,,,,,,,,,,,
107-1270,7,1.0,,,,219.0,220.0,,,,264.0,,,320.0,349.0,367.0,,,,,,,,,,,,
107-1271,11,9.0,,35.0,87.0,219.0,222.0,,247.0,,264.0,,294.0,322.0,348.0,361.0,,,,,,,,,,,,
107-1272,9,,,31.0,,219.0,222.0,,239.0,,265.0,,,324.0,348.0,,383.0,,,,,,,,,,528.0,
107-1273,3,9.0,,,,,,,,,264.0,,,,349.0,,,,,,,,,,,,,
107-1274,7,7.0,,,,219.0,222.0,,235.0,,264.0,,,,348.0,367.0,,,,,,,,,,,,
107-1275,9,10.0,,23.0,,116.0,222.0,,242.0,,265.0,,294.0,,348.0,361.0,,,,,,,,,,,,
107-1276,9,7.0,,32.0,,217.0,221.0,,236.0,,264.0,273.0,,333.0,348.0,,,,,,,,,,,,,
107-1277,10,7.0,,33.0,,104.0,222.0,,235.0,,265.0,273.0,,310.0,349.0,361.0,,,,,,,,,,,,
107-1278,11,,,44.0,79.0,219.0,222.0,,232.0,,265.0,,,315.0,348.0,,,,,,441.0,442.0,,,,,547.0,
107-1279,6,8.0,,,,216.0,222.0,,235.0,,265.0,,,,349.0,,,,,,,,,,,,,
107-1280,11,8.0,,44.0,,219.0,222.0,,247.0,,265.0,277.0,294.0,326.0,348.0,367.0,,,,,,,,,,,,
107-1281,9,,,18.0,,216.0,222.0,,234.0,,265.0,273.0,297.0,,349.0,361.0,,,,,,,,,,,,
107-1282,10,8.0,,,,199.0,222.0,,239.0,,265.0,,,336.0,349.0,,,,,,390.0,442.0,,,,,528.0,
107-526,3,,,,,,,,,,265.0,,,321.0,348.0,,,,,,,,,,,,,
107-1283,2,,,,,,,,,,265.0,,,,348.0,,,,,,,,,,,,,
107-1284,10,7.0,,73.0,,202.0,222.0,,239.0,,264.0,,,310.0,349.0,361.0,,,,,414.0,,,,,,,
107-1285,7,11.0,,,,219.0,222.0,,241.0,,264.0,,,307.0,349.0,,,,,,,,,,,,,
107-1286,4,7.0,,,,,,,,,265.0,,,,349.0,,,,,,,,,,,,528.0,
107-1287,10,7.0,,34.0,,219.0,222.0,,239.0,257.0,264.0,,,,349.0,,,,,,398.0,,,,,,528.0,
107-484,8,,,23.0,,217.0,222.0,,238.0,,265.0,,,340.0,348.0,350.0,,,,,,,,,,,,
107-1288,6,,,,,219.0,222.0,,238.0,,265.0,,,326.0,348.0,,,,,,,,,,,,,
107-1289,4,14.0,,,,,,,,,264.0,,,306.0,348.0,,,,,,,,,,,,,
107-1290,8,,,69.0,,219.0,221.0,,236.0,,264.0,,294.0,324.0,348.0,,,,,,,,,,,,,
107-1291,6,,,,,219.0,222.0,,239.0,,265.0,,,,348.0,367.0,,,,,,,,,,,,
107-649,8,7.0,,26.0,,217.0,221.0,,233.0,,265.0,,,,348.0,350.0,,,,,,,,,,,,
107-1292,7,7.0,,,,204.0,222.0,,235.0,,265.0,,,326.0,349.0,,,,,,,,,,,,,
107-1293,10,5.0,,,82.0,219.0,221.0,,,,265.0,,,,348.0,361.0,377.0,,,,,,,480.0,,,569.0,
107-1294,10,8.0,,,86.0,217.0,222.0,,247.0,,265.0,,294.0,322.0,348.0,350.0,,,,,,,,,,,,
107-1295,6,8.0,,,,197.0,221.0,,,,264.0,,,321.0,347.0,,,,,,,,,,,,,
107-1296,9,5.0,,23.0,84.0,213.0,222.0,,,,265.0,,,308.0,348.0,358.0,,,,,,,,,,,,
107-1297,7,,,23.0,,217.0,222.0,,244.0,,265.0,,,,348.0,350.0,,,,,,,,,,,,
107-1298,3,,,,,,,,,,265.0,,,326.0,349.0,,,,,,,,,,,,,
107-1299,12,13.0,,,,194.0,222.0,,239.0,,265.0,273.0,294.0,,349.0,361.0,,,,,432.0,465.0,,,,,569.0,
107-1300,10,,,26.0,,217.0,221.0,,,,265.0,273.0,,,348.0,350.0,,,,,,467.0,,476.0,,,567.0,
107-1301,10,3.0,,31.0,,219.0,221.0,,238.0,,265.0,266.0,290.0,,348.0,,,,,,403.0,,,,,,,
107-1302,10,,,,,219.0,222.0,,234.0,,265.0,273.0,,,348.0,367.0,,,,,,442.0,,487.0,,,528.0,
107-1303,8,,,33.0,,110.0,222.0,,,,264.0,273.0,294.0,,347.0,370.0,,,,,,,,,,,,
107-1304,12,,,23.0,,,222.0,,,,265.0,273.0,296.0,,348.0,361.0,,,,,432.0,466.0,,480.0,515.0,,569.0,
107-1305,12,,,,,219.0,222.0,,239.0,,265.0,275.0,294.0,326.0,348.0,362.0,,,,,,459.0,,490.0,,,558.0,
107-1306,12,7.0,,,,191.0,222.0,,247.0,,265.0,,294.0,,348.0,361.0,,,,,,466.0,,480.0,504.0,,566.0,
107-1307,9,,,23.0,80.0,219.0,221.0,,239.0,,265.0,,,,348.0,367.0,,,,,441.0,,,,,,,
107-1308,6,,,,,130.0,222.0,,,,265.0,273.0,,305.0,349.0,,,,,,,,,,,,,
107-1309,7,8.0,,,,155.0,222.0,,234.0,,264.0,,,334.0,349.0,,,,,,,,,,,,,
107-1310,6,12.0,,,,203.0,222.0,,233.0,,265.0,,,,349.0,,,,,,,,,,,,,
107-1311,9,2.0,,,,195.0,222.0,,240.0,,265.0,273.0,,322.0,349.0,361.0,,,,,,,,,,,,
107-1312,9,,,61.0,,219.0,222.0,,234.0,,264.0,,294.0,299.0,348.0,362.0,,,,,,,,,,,,
107-1313,10,,,26.0,,217.0,222.0,,,,265.0,273.0,294.0,320.0,348.0,350.0,,,,,,,,,,,567.0,
107-1314,14,5.0,,50.0,,217.0,220.0,,237.0,,265.0,,288.0,,348.0,372.0,,,,,429.0,442.0,,474.0,516.0,,528.0,
107-1315,6,8.0,,,,155.0,222.0,,234.0,,264.0,,,,349.0,,,,,,,,,,,,,
107-1316,8,8.0,,,,104.0,222.0,,234.0,,265.0,273.0,,,348.0,361.0,,,,,,,,,,,,
107-1317,2,,,,,,,,,,265.0,,,,348.0,,,,,,,,,,,,,
107-1318,12,4.0,,49.0,,217.0,222.0,,246.0,,265.0,,294.0,309.0,348.0,350.0,,,,,,465.0,,,,,565.0,
107-1319,13,,,28.0,,217.0,222.0,,237.0,,264.0,,291.0,,347.0,362.0,,,,,429.0,443.0,,481.0,501.0,,537.0,
107-1320,8,2.0,,,,217.0,221.0,,234.0,,265.0,,294.0,,348.0,350.0,,,,,,,,,,,,
107-1321,9,8.0,,,,219.0,222.0,,239.0,,264.0,272.0,,,348.0,368.0,,,,,,,,491.0,,,,
107-1322,10,,,41.0,,218.0,222.0,,239.0,,265.0,273.0,294.0,333.0,348.0,,,,,,390.0,,,,,,,
107-1323,4,,,,,,,,,258.0,265.0,,,307.0,348.0,,,,,,,,,,,,,
107-1324,6,,,,,191.0,222.0,,247.0,,264.0,273.0,,,349.0,,,,,,,,,,,,,
107-1325,11,6.0,,,,219.0,221.0,,241.0,,265.0,272.0,,,,367.0,,,,,,466.0,,485.0,508.0,,566.0,
107-1326,4,5.0,,,,,,,,,264.0,,,313.0,349.0,,,,,,,,,,,,,
107-1327,6,,,,,219.0,222.0,,235.0,,264.0,278.0,,,348.0,,,,,,,,,,,,,
107-1328,1,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,
107-1329,10,7.0,,66.0,88.0,219.0,222.0,,242.0,,264.0,,,322.0,348.0,,,,,,,,,,,,569.0,
107-1330,9,14.0,,31.0,,219.0,222.0,,238.0,,264.0,,,321.0,348.0,367.0,,,,,,,,,,,,
107-1331,8,,,,,219.0,222.0,,238.0,,264.0,273.0,,306.0,348.0,367.0,,,,,,,,,,,,
107-1332,11,4.0,,20.0,,217.0,222.0,,247.0,,265.0,273.0,,342.0,348.0,350.0,,,,,414.0,,,,,,,
107-1333,13,,,23.0,,218.0,222.0,,232.0,,265.0,,284.0,,348.0,360.0,,,,,429.0,442.0,,492.0,,526.0,557.0,
107-1334,13,7.0,,,,219.0,222.0,,245.0,,265.0,273.0,294.0,321.0,348.0,361.0,,,,,409.0,464.0,,,,,553.0,
107-1335,7,,,,,219.0,222.0,,242.0,,264.0,,294.0,322.0,348.0,,,,,,,,,,,,,
107-1336,9,10.0,,,,219.0,222.0,,236.0,,264.0,273.0,,305.0,348.0,361.0,,,,,,,,,,,,
107-1337,12,,,69.0,,219.0,221.0,,229.0,,265.0,282.0,,,348.0,362.0,,,,,,442.0,,481.0,499.0,,528.0,
107-1338,16,9.0,,52.0,,116.0,222.0,,240.0,,265.0,273.0,294.0,321.0,349.0,361.0,,,,,417.0,442.0,,480.0,514.0,,528.0,
107-1339,9,,,,,219.0,220.0,,,,264.0,273.0,,313.0,348.0,361.0,,,,,,461.0,,,,,563.0,
107-171,9,15.0,,23.0,,218.0,222.0,,242.0,,265.0,,,,348.0,,,,,,,464.0,,,,,557.0,
107-1340,10,6.0,,,,219.0,222.0,,235.0,,265.0,273.0,,322.0,348.0,361.0,382.0,,,,,,,,,,,
107-1341,10,8.0,,51.0,,193.0,222.0,,242.0,251.0,265.0,273.0,,323.0,348.0,,,,,,,,,,,,,
107-1342,10,8.0,,48.0,80.0,172.0,222.0,,247.0,256.0,264.0,268.0,,,348.0,,,,,,,,,,,,,
107-1343,11,6.0,,35.0,80.0,116.0,222.0,,235.0,,265.0,273.0,294.0,326.0,348.0,,,,,,,,,,,,,
107-1344,13,4.0,,59.0,88.0,219.0,221.0,,238.0,,265.0,,,322.0,348.0,,376.0,,,,384.0,459.0,,,,,545.0,
107-1345,5,7.0,,,,155.0,222.0,,,,265.0,,,,349.0,,,,,,,,,,,,,
107-1346,7,11.0,,,,,222.0,,,,265.0,,,,348.0,,,,,,,459.0,,,515.0,,570.0,
107-1347,2,,,,,,,,,,265.0,,,,349.0,,,,,,,,,,,,,
107-1348,11,2.0,,,,102.0,220.0,,232.0,,265.0,,,328.0,348.0,,,,,,433.0,468.0,,480.0,,,571.0,
107-1349,10,3.0,,33.0,,217.0,222.0,,246.0,,265.0,,296.0,320.0,349.0,351.0,,,,,,,,,,,,
107-1350,8,7.0,,,,104.0,222.0,,235.0,,265.0,,,314.0,348.0,361.0,,,,,,,,,,,,
107-1351,3,,,,,,,,,258.0,265.0,,,,348.0,,,,,,,,,,,,,
107-1352,8,,,40.0,,219.0,222.0,,242.0,,265.0,273.0,,319.0,,361.0,,,,,,,,,,,,
107-1353,7,9.0,,,,217.0,222.0,,247.0,,265.0,,,,348.0,369.0,,,,,,,,,,,,
107-1354,12,6.0,,23.0,,207.0,222.0,,247.0,,265.0,,294.0,328.0,349.0,361.0,,,,,388.0,,,480.0,,,,
107-1355,9,11.0,,,,116.0,222.0,,233.0,,265.0,273.0,,345.0,349.0,361.0,,,,,,,,,,,,
107-1356,9,,,37.0,84.0,129.0,222.0,,239.0,,265.0,,,326.0,348.0,355.0,,,,,,,,,,,,
107-1357,16,9.0,,23.0,75.0,217.0,222.0,,242.0,,265.0,268.0,294.0,322.0,348.0,350.0,,,,,428.0,467.0,,489.0,,,567.0,
107-1358,3,,,,,,,,,,264.0,,,326.0,348.0,,,,,,,,,,,,,
107-1359,10,8.0,,35.0,,219.0,222.0,,238.0,,265.0,268.0,,333.0,348.0,367.0,,,,,,,,,,,,
107-1360,8,,,,,219.0,222.0,,237.0,,265.0,,,,348.0,367.0,,,,,,466.0,,,,,567.0,
107-1361,9,8.0,,,,219.0,222.0,,242.0,,265.0,273.0,,337.0,348.0,367.0,,,,,,,,,,,,
107-1362,10,,,23.0,,201.0,222.0,,,,265.0,273.0,294.0,299.0,349.0,361.0,,,,,,,,,,,528.0,
107-1363,11,3.0,,,,217.0,222.0,,235.0,,265.0,,296.0,,348.0,,,,,,429.0,446.0,,474.0,,,543.0,
107-1364,10,7.0,,,,116.0,222.0,,235.0,,265.0,273.0,294.0,322.0,348.0,369.0,,,,,,,,,,,,
107-566,7,5.0,,,,217.0,222.0,,,,264.0,,,343.0,348.0,350.0,,,,,,,,,,,,
107-1365,3,,,,,,,,,,264.0,,,322.0,348.0,,,,,,,,,,,,,
107-1366,10,8.0,,25.0,,191.0,222.0,,240.0,,265.0,,,321.0,349.0,373.0,,,,,,,,,,,528.0,
107-1367,8,5.0,,,,219.0,222.0,,228.0,252.0,265.0,,,,348.0,,,,,,,,,,,,564.0,
107-1368,2,,,,,,,,,,265.0,,,,348.0,,,,,,,,,,,,,
107-1369,5,,,23.0,,219.0,222.0,,,,265.0,,,,348.0,,,,,,,,,,,,,
107-1370,8,9.0,,,,219.0,222.0,,238.0,,264.0,,,326.0,348.0,361.0,,,,,,,,,,,,
107-1371,16,,,23.0,,218.0,222.0,,235.0,250.0,265.0,269.0,296.0,322.0,348.0,372.0,,,,,429.0,442.0,,,516.0,527.0,540.0,
107-1372,7,,,,83.0,163.0,221.0,,234.0,,264.0,,,324.0,349.0,,,,,,,,,,,,,
107-1373,13,,,31.0,,212.0,222.0,,237.0,,265.0,273.0,,343.0,348.0,354.0,383.0,,,,398.0,459.0,,,,,558.0,
107-1374,9,,,43.0,80.0,217.0,221.0,,233.0,,265.0,273.0,,,348.0,350.0,,,,,,,,,,,,
107-1375,10,5.0,,,,219.0,222.0,,237.0,,265.0,,,321.0,348.0,,,,,,,460.0,,,504.0,,560.0,
107-1376,9,,,55.0,,219.0,222.0,,239.0,,264.0,267.0,,307.0,348.0,361.0,,,,,,,,,,,,
107-1377,11,7.0,,20.0,,98.0,222.0,,239.0,253.0,265.0,,294.0,336.0,348.0,361.0,,,,,,,,,,,,
107-1378,8,,,,,217.0,222.0,,235.0,,264.0,,,,348.0,351.0,,,,,429.0,,,,,527.0,,
107-1379,6,7.0,,,,203.0,222.0,,235.0,,265.0,,,,349.0,,,,,,,,,,,,,
107-1380,10,10.0,,41.0,,219.0,222.0,,238.0,,264.0,273.0,,322.0,348.0,367.0,,,,,,,,,,,,
107-1381,7,8.0,,,,155.0,222.0,,235.0,,264.0,,,320.0,349.0,,,,,,,,,,,,,
107-1382,5,8.0,,,,,222.0,,,,265.0,,,336.0,348.0,,,,,,,,,,,,,
107-1383,5,,,,,219.0,222.0,,239.0,,264.0,,,,348.0,,,,,,,,,,,,,
107-1384,8,,,23.0,,219.0,222.0,,235.0,,264.0,,,311.0,348.0,356.0,,,,,,,,,,,,
107-1385,15,3.0,,25.0,84.0,182.0,222.0,,237.0,,265.0,273.0,294.0,309.0,348.0,,,,,,397.0,459.0,,,515.0,,540.0,
107-1386,2,,,,,,,,,,265.0,,,,348.0,,,,,,,,,,,,,
107-1387,8,9.0,,23.0,80.0,217.0,222.0,,242.0,,265.0,,,,348.0,,,,,,,,,,,,,
107-1388,11,14.0,,,,219.0,222.0,,238.0,,265.0,280.0,294.0,340.0,348.0,367.0,377.0,,,,,,,,,,,
107-1389,10,7.0,,43.0,,219.0,220.0,,239.0,251.0,265.0,,,326.0,348.0,,376.0,,,,,,,,,,,
107-1390,16,6.0,,31.0,,193.0,222.0,,247.0,,265.0,273.0,294.0,326.0,348.0,361.0,,,,,427.0,457.0,,480.0,503.0,,548.0,
107-1391,14,7.0,,64.0,86.0,219.0,222.0,,239.0,249.0,265.0,271.0,,306.0,348.0,367.0,,,,,,442.0,,,,,528.0,
107-1392,9,,,33.0,,199.0,222.0,,235.0,,265.0,273.0,,322.0,349.0,361.0,,,,,,,,,,,,
107-1393,9,8.0,,38.0,,219.0,222.0,,237.0,,265.0,,,343.0,348.0,367.0,,,,,,,,,,,,
107-1394,11,,,23.0,,217.0,222.0,,242.0,,264.0,,289.0,,348.0,350.0,,,,,,459.0,,,504.0,,558.0,
107-1395,4,8.0,,,,,220.0,,,,264.0,,,,348.0,,,,,,,,,,,,,
107-1396,7,8.0,,,,155.0,222.0,,234.0,,264.0,,,346.0,349.0,,,,,,,,,,,,,
107-1397,8,10.0,,,,217.0,222.0,,236.0,,264.0,,,322.0,348.0,350.0,,,,,,,,,,,,
107-1398,2,,,,,,,,,,264.0,,,,348.0,,,,,,,,,,,,,
107-1399,8,8.0,,72.0,,219.0,222.0,,242.0,,265.0,,,326.0,348.0,,,,,,,,,,,,,
107-1400,11,,,,80.0,,222.0,,243.0,,264.0,273.0,,,348.0,351.0,,,,,439.0,442.0,,473.0,,,561.0,
107-1401,6,6.0,,,,,220.0,,,,265.0,,,326.0,348.0,,,,,,,,,,,,528.0,
107-1402,8,,,,,219.0,222.0,,238.0,,264.0,273.0,,324.0,348.0,367.0,,,,,,,,,,,,
107-1403,4,,,,,,221.0,,,,264.0,,,,348.0,362.0,,,,,,,,,,,,
107-1404,6,8.0,,,,201.0,222.0,,,,265.0,,,308.0,349.0,,,,,,,,,,,,,
107-1405,9,,,,,219.0,222.0,,241.0,,264.0,267.0,,,348.0,362.0,,,,,,,,481.0,,,528.0,
107-1406,6,,,,,94.0,222.0,,,,265.0,,,,349.0,,,,,,,442.0,,,,,528.0,
107-1407,10,6.0,,59.0,,219.0,222.0,,247.0,,265.0,,,322.0,348.0,363.0,,,,,,,,482.0,,,,
107-1408,12,8.0,,23.0,,217.0,222.0,,247.0,,265.0,,296.0,306.0,348.0,351.0,,,,,,468.0,,,,,569.0,
107-1409,4,,,,,,,,,,265.0,,,322.0,348.0,,379.0,,,,,,,,,,,
107-1410,8,,,23.0,84.0,219.0,222.0,,245.0,,265.0,,,,348.0,367.0,,,,,,,,,,,,
107-1411,2,,,,,,,,,,264.0,,,,348.0,,,,,,,,,,,,,
107-1412,3,,,,,,,,,,265.0,,,334.0,349.0,,,,,,,,,,,,,
107-1413,7,7.0,,,,191.0,222.0,,234.0,,264.0,,,326.0,349.0,,,,,,,,,,,,,
107-1414,3,7.0,,,,,,,,,,,,318.0,348.0,,,,,,,,,,,,,
107-1415,10,3.0,,,,97.0,220.0,,234.0,,265.0,,,305.0,349.0,,,,,,,442.0,,480.0,,,545.0,
107-1416,10,5.0,,21.0,,219.0,222.0,,,,265.0,273.0,296.0,322.0,348.0,,,,,,,442.0,,,,,,
107-1417,6,,,,,,222.0,,241.0,,264.0,,,317.0,348.0,,,,,,,,,,,,528.0,
107-1418,10,6.0,,46.0,75.0,216.0,222.0,,239.0,,265.0,,,342.0,349.0,361.0,,,,,,,,,,,,
107-1419,3,,,,,,,,,255.0,264.0,,,,348.0,,,,,,,,,,,,,
107-1420,13,,,69.0,,219.0,222.0,,239.0,,265.0,,294.0,323.0,348.0,368.0,,,,,,456.0,,480.0,512.0,,558.0,
107-1421,14,4.0,,23.0,80.0,219.0,222.0,,247.0,,265.0,,295.0,,348.0,360.0,,,,,388.0,,,479.0,507.0,,571.0,
107-1422,11,,,31.0,,217.0,220.0,,233.0,,265.0,273.0,,,348.0,368.0,,,,,,,,491.0,512.0,,548.0,
107-1423,7,8.0,,,,174.0,222.0,,234.0,,264.0,,,,348.0,361.0,,,,,,,,,,,,
107-1424,14,6.0,,63.0,79.0,189.0,222.0,,247.0,,265.0,,,,348.0,372.0,,,,,429.0,464.0,,478.0,514.0,,566.0,
107-1425,8,,,48.0,,217.0,222.0,,247.0,,264.0,,,322.0,349.0,350.0,,,,,,,,,,,,
107-1426,10,7.0,,33.0,,110.0,222.0,,235.0,,265.0,,297.0,,349.0,370.0,,,,,416.0,,,,,,,
107-1427,11,8.0,,33.0,,217.0,222.0,224.0,247.0,,264.0,273.0,,300.0,349.0,350.0,,,,,,,,,,,,
107-1428,9,4.0,,23.0,,191.0,222.0,,,,265.0,273.0,,,349.0,361.0,,,,,,,,,,,528.0,
107-1429,10,10.0,,52.0,80.0,216.0,222.0,,247.0,,265.0,273.0,,306.0,349.0,,,,,,,,,,,,,
107-1430,6,6.0,,,,217.0,222.0,,236.0,,265.0,,,,,350.0,,,,,,,,,,,,
107-1431,14,,,59.0,88.0,219.0,222.0,,239.0,260.0,265.0,273.0,,306.0,348.0,,,,,,,452.0,,480.0,515.0,,563.0,
107-1432,8,7.0,,31.0,,104.0,222.0,,233.0,,265.0,,,,349.0,361.0,,,,,,,,,,,,
107-1433,11,,,,,135.0,222.0,,239.0,,264.0,,,,348.0,367.0,,,,,388.0,455.0,,485.0,514.0,,551.0,
107-1434,2,,,,,,,,,,264.0,,,,348.0,,,,,,,,,,,,,
107-1435,9,,,26.0,,196.0,222.0,,235.0,,265.0,273.0,,315.0,349.0,,,,,,435.0,,,,,,,
107-1436,5,5.0,,,,,,,,253.0,265.0,,,326.0,348.0,,,,,,,,,,,,,
107-1437,9,,,,,219.0,220.0,,242.0,,264.0,273.0,296.0,335.0,348.0,,,,,,,,,,,,528.0,
107-1438,8,7.0,,,,104.0,222.0,,235.0,,265.0,273.0,,322.0,349.0,,,,,,,,,,,,,
107-1439,6,7.0,,,,,222.0,,239.0,,265.0,,,336.0,348.0,,,,,,,,,,,,,
107-1440,12,8.0,,,,219.0,222.0,,242.0,,264.0,,291.0,,348.0,362.0,,,,,441.0,456.0,,481.0,,,558.0,
107-1441,3,,,,,,,,,,264.0,,,300.0,347.0,,,,,,,,,,,,,
107-1442,8,,,,,,222.0,,234.0,,264.0,,,343.0,348.0,,,,,,,442.0,,481.0,,,559.0,
107-1443,14,12.0,,23.0,,218.0,222.0,,227.0,,265.0,273.0,294.0,305.0,348.0,371.0,,,,,,466.0,,,500.0,,564.0,
107-1444,15,7.0,,23.0,,198.0,222.0,,238.0,,265.0,273.0,,301.0,348.0,362.0,,,,,401.0,461.0,,481.0,516.0,,552.0,
107-1445,11,,,44.0,,219.0,222.0,,245.0,,264.0,272.0,292.0,,348.0,,,,,,,442.0,,,516.0,,559.0,
107-1446,7,,,,,217.0,221.0,,,,264.0,273.0,294.0,,348.0,350.0,,,,,,,,,,,,
107-1447,3,,,,,,,,,,264.0,,,322.0,348.0,,,,,,,,,,,,,
107-1448,11,7.0,,,,203.0,222.0,,235.0,,265.0,273.0,290.0,322.0,349.0,,,,,,,458.0,,,,,547.0,
107-1449,5,,,,,219.0,222.0,,,,265.0,,,314.0,348.0,,,,,,,,,,,,,
107-1450,11,8.0,,23.0,79.0,219.0,222.0,,239.0,,265.0,,288.0,,348.0,,,,,,,456.0,,490.0,,,,
107-1451,7,,,,,104.0,222.0,,,,264.0,283.0,,306.0,349.0,373.0,,,,,,,,,,,,
107-1452,12,,,23.0,86.0,200.0,221.0,,231.0,,265.0,,,,348.0,351.0,,,,,429.0,442.0,,,,518.0,528.0,
107-1453,10,,,28.0,,165.0,222.0,,242.0,,265.0,273.0,294.0,322.0,349.0,353.0,,,,,,,,,,,,
107-1454,8,8.0,,,,155.0,222.0,,234.0,,265.0,,,345.0,349.0,361.0,,,,,,,,,,,,
107-1455,2,,,,,,,,,,264.0,,,,349.0,,,,,,,,,,,,,
107-1456,9,9.0,,,,219.0,222.0,,238.0,,265.0,,294.0,326.0,348.0,367.0,,,,,,,,,,,,
107-1457,8,,,,,219.0,222.0,,238.0,,264.0,273.0,,315.0,348.0,367.0,,,,,,,,,,,,
107-1458,7,,,,,219.0,222.0,,238.0,,264.0,,288.0,,348.0,362.0,,,,,,,,,,,,
107-1459,9,8.0,,,,155.0,222.0,,,,265.0,273.0,,322.0,349.0,370.0,,,,,390.0,,,,,,,
107-1460,9,8.0,,23.0,,219.0,222.0,,234.0,251.0,265.0,,,343.0,348.0,,,,,,,,,,,,,
107-1461,3,,,,,,,,,,265.0,,,327.0,348.0,,,,,,,,,,,,,
107-1462,9,7.0,,,,155.0,222.0,,234.0,,265.0,,288.0,333.0,348.0,371.0,,,,,,,,,,,,
107-1463,8,,,,,219.0,220.0,,229.0,,264.0,,294.0,322.0,348.0,,,,,,,,,,,,528.0,
107-1464,7,8.0,,,,217.0,222.0,,247.0,,264.0,,,322.0,348.0,,,,,,,,,,,,,
107-1465,13,8.0,,23.0,80.0,219.0,222.0,,242.0,,265.0,,288.0,,348.0,,,,,,,459.0,,479.0,506.0,,557.0,
107-1466,5,2.0,,,,,222.0,,,,264.0,,,315.0,349.0,,,,,,,,,,,,,
107-1467,14,16.0,,70.0,87.0,219.0,222.0,,241.0,255.0,265.0,269.0,294.0,322.0,348.0,,,,,,,457.0,,,504.0,,,
107-1468,13,3.0,,26.0,,217.0,222.0,,237.0,,265.0,,288.0,,348.0,,,,,,439.0,442.0,,474.0,513.0,,532.0,
107-1469,18,3.0,,23.0,,164.0,222.0,,246.0,,265.0,273.0,294.0,323.0,348.0,363.0,,,,,424.0,450.0,470.0,482.0,516.0,525.0,572.0,
